Wavelength,Intensity
380,0.0177490003407
381,0.03311600163579
382,0.062710002064705
383,0.29998001456261
384,0.44058001041412
385,0.6334400177002
386,0.80001002550125
387,0.94165998697281
388,1.0460000038147
389,1.0702999830246
390,1.0564999580383
391,0.9976099729538
392,0.86923998594284
393,0.74260997772217
394,0.61292999982834
395,0.48500999808311
396,0.39768001437187
397,0.30979999899864
398,0.22880999743938
399,0.15839000046253
400,0.10203000158072
401,0.062031999230385
402,0.038329001516104
403,0.028051000088453
404,0.027282999828458
405,0.030177999287844
406,0.034717999398708
407,0.038681000471115
408,0.040125001221895
409,0.038401998579502
410,0.035110000520945
411,0.031530998647213
412,0.028088999912143
413,0.024894999340177
414,0.022112999111414
415,0.019840000197291
416,0.018045999109745
417,0.016584999859333
418,0.01536799967289
419,0.014309000223875
420,0.01335099991411
421,0.012342000380158
422,0.011250999756157
423,0.010300000198185
424,0.0095998998731375
425,0.0092540998011827
426,0.0094384998083115
427,0.010131999850273
428,0.01108399964869
429,0.011931999586523
430,0.0123739996925
431,0.012601999565959
432,0.012996999546885
433,0.014059999957681
434,0.01643200032413
435,0.020912000909448
436,0.028713999316096
437,0.040543001145124
438,0.056364998221397
439,0.075433999300003
440,0.096531003713608
441,0.11845000088215
442,0.14003999531269
443,0.15987999737263
444,0.17674000561237
445,0.18978999555111
446,0.19882999360561
447,0.20379999279976
448,0.20458999276161
449,0.20115000009537
450,0.19339999556541
451,0.18145999312401
452,0.16565999388695
453,0.14632999897003
454,0.12430000305176
455,0.10100000351667
456,0.077919997274876
457,0.05664499849081
458,0.038477998226881
459,0.024623999372125
460,0.016258999705315
461,0.013241999782622
462,0.014729999937117
463,0.019588999450207
464,0.026588000357151
465,0.034653998911381
466,0.042807999998331
467,0.050011999905109
468,0.055895999073982
469,0.060366000980139
470,0.063522003591061
471,0.065370000898838
472,0.065975002944469
473,0.065242998301983
474,0.063107997179031
475,0.0597850009799
476,0.055420998483896
477,0.050108999013901
478,0.044305000454187
479,0.038612999022007
480,0.033651001751423
481,0.029827000573277
482,0.027413999661803
483,0.026759000495076
484,0.027939999476075
485,0.030547000467777
486,0.034159999340773
487,0.038485001772642
488,0.043418001383543
489,0.049051001667976
490,0.055645998567343
491,0.063570998609066
492,0.073147997260094
493,0.084455996751785
494,0.097085997462273
495,0.11045999825001
496,0.12381000071764
497,0.13608999550343
498,0.14644999802113
499,0.15433000028133
500,0.15934999287128
501,0.1615100055933
502,0.16098999977112
503,0.15801000595093
504,0.15277999639511
505,0.14545999467373
506,0.13613000512123
507,0.12477999925613
508,0.11155000329018
509,0.096822001039982
510,0.081145003437996
511,0.065238997340202
512,0.049942001700401
513,0.036205001175404
514,0.024855999276042
515,0.016296999529004
516,0.010551000013947
517,0.007313400041312
518,0.0059457998722792
519,0.0058854999952018
520,0.0064856000244617
521,0.007271199952811
522,0.0080284001305699
523,0.0085950000211596
524,0.0090228002518415
525,0.0095584001392126
526,0.010227999649942
527,0.011045999825001
528,0.011974999681115
529,0.012935999780893
530,0.013829999603331
531,0.014635000377893
532,0.015379000455141
533,0.016168000176549
534,0.017148999497294
535,0.018348999321461
536,0.019843999296427
537,0.021800000220537
538,0.024228999391198
539,0.027127999812365
540,0.030392000451684
541,0.033755999058485
542,0.037078998982906
543,0.04024799913168
544,0.043095998466015
545,0.045508999377489
546,0.047313001006842
547,0.04832100123167
548,0.048548001796007
549,0.048004999756813
550,0.046695999801159
551,0.044718999415636
552,0.042137000709772
553,0.039048999547958
554,0.035693001002073
555,0.032336998730898
556,0.029191000387073
557,0.026440000161529
558,0.024149000644684
559,0.022314999252558
560,0.021025000140071
561,0.020283000543714
562,0.019952999427915
563,0.019938999786973
564,0.020090999081731
565,0.020372999832034
566,0.020764999091625
567,0.021113999187946
568,0.020326999947429
569,0.01639200001955
570,0.0045714001171291
571,-0.016170000657439
572,-0.044139999896288
573,-0.073655001819134
574,-0.098003998398781
575,-0.10868000239134
576,-0.094218000769615
577,-0.037142001092434
578,0.071638002991676
579,0.23443999886513
580,0.44374999403954
581,0.68918997049332
582,0.9578800201416
583,1.2344000339508
584,1.4996999502182
585,1.7383999824524
586,1.9392000436783
587,2.0959000587463
588,2.2044999599457
589,2.2627000808716
590,2.2688000202179
591,2.2211999893188
592,2.1194000244141
593,1.9649000167847
594,1.7625000476837
595,1.5234999656677
596,1.2617000341415
597,0.99264001846313
598,0.7323499917984
599,0.49777999520302
600,0.30489000678062
601,0.16436000168324
602,0.072540000081062
603,0.022355999797583
604,0.0029124000575393
605,0.005634100176394
606,0.020701000466943
607,0.03821400180459
608,0.050597000867128
609,0.057932000607252
610,0.061358999460936
611,0.063593998551369
612,0.065056003630161
613,0.066201999783516
614,0.067025996744633
615,0.067386999726295
616,0.06708999723196
617,0.066035002470016
618,0.064251996576786
619,0.061829999089241
620,0.058768998831511
621,0.055061999708414
622,0.05095399916172
623,0.046682998538017
624,0.042536001652479
625,0.038823999464512
626,0.035734001547098
627,0.033434998244047
628,0.031998001039028
629,0.031451001763344
630,0.031808000057936
631,0.032940998673439
632,0.034614000469446
633,0.036563001573086
634,0.03855099901557
635,0.040442999452353
636,0.042024001479149
637,0.043159000575542
638,0.043749999254942
639,0.043652001768351
640,0.042911998927593
641,0.041685998439789
642,0.040139999240637
643,0.038366999477148
644,0.036400999873877
645,0.034441001713276
646,0.032765001058578
647,0.031447999179363
648,0.029689999297261
649,0.02670400030911
650,0.021276000887156
651,0.013220000080764
652,0.0041296998970211
653,-0.0039142998866737
654,-0.0084805004298687
655,-0.0058120000176132
656,0.0076640998013318
657,0.036302000284195
658,0.082335002720356
659,0.1438599973917
660,0.21784999966621
661,0.30052998661995
662,0.38727000355721
663,0.47323998808861
664,0.55330002307892
665,0.62316000461578
666,0.68049001693726
667,0.72356998920441
668,0.75128000974655
669,0.7627500295639
670,0.75720000267029
671,0.73394000530243
672,0.69262999296188
673,0.63444000482559
674,0.5616899728775
675,0.47872999310493
676,0.39098000526428
677,0.30368998646736
678,0.22235000133514
679,0.15243999660015
680,0.097428999841213
681,0.059158001095057
682,0.035551000386477
683,0.022750999778509
684,0.018159000203013
685,0.018416000530124
686,0.020129000768065
687,0.01626200042665
688,0.0015302000101656
689,-0.024958999827504
690,-0.059165999293327
691,-0.0918840020895
692,-0.11406999826431
693,-0.11742000281811
694,-0.084271997213364
695,0.0016039999900386
696,0.14848999679089
697,0.35677000880241
698,0.61390000581741
699,0.9067599773407
700,1.222000002861
701,1.5406999588013
702,1.8430000543594
703,2.1136999130249
704,2.3405001163483
705,2.5174000263214
706,2.6396999359131
707,2.7035999298096
708,2.7056999206543
709,2.6431999206543
710,2.5151998996735
711,2.3222999572754
712,2.0745000839233
713,1.7861000299454
714,1.4763000011444
715,1.166100025177
716,0.87497001886368
717,0.62322002649307
718,0.4311900138855
719,0.3032999932766
720,0.23341999948025
721,0.20994000136852
722,0.2175900042057
723,0.24663999676704
724,0.28551998734474
725,0.32073000073433
726,0.34635999798775
727,0.36221998929977
728,0.36917001008987
729,0.36972001194954
730,0.36292999982834
731,0.34834000468254
732,0.32624000310898
733,0.29732000827789
734,0.26263999938965
735,0.22404000163078
736,0.18427999317646
737,0.14557999372482
738,0.11027999967337
739,0.080655001103878
740,0.058566000312567
741,0.044266000390053
742,0.036889001727104
743,0.034377001225948
744,0.035190999507904
745,0.037781000137329
746,0.040488999336958
747,0.041827999055386
748,0.04152400046587
749,0.039648000150919
750,0.036908000707626
751,0.033822998404503
752,0.030686000362039
753,0.027783000841737
754,0.025614000856876
755,0.024420000612736
756,0.024196999147534
757,0.024692000821233
758,0.02564200013876
759,0.026920000091195
760,0.028240000829101
761,0.029060000553727
762,0.029262999072671
763,0.029153000563383
764,0.029092999175191
765,0.030393000692129
766,0.032643001526594
767,0.032797999680042
768,0.034120999276638
769,0.03676500171423
770,0.04075700044632
771,0.050064001232386
772,0.066169999539852
773,0.090654999017715
774,0.1273600012064
775,0.17430999875069
776,0.2296500056982
777,0.3614099919796
778,0.3858599960804
779,0.39564999938011
780,0.3583399951458
