Wavelength,Intensity
380,0.24470999836922
381,0.26212000846863
382,0.26115000247955
383,0.29502001404762
384,0.31907999515533
385,0.35043001174927
386,0.37171998620033
387,0.38589999079704
388,0.38980001211166
389,0.36965999007225
390,0.3479799926281
391,0.32787001132965
392,0.30715999007225
393,0.31352999806404
394,0.34566000103951
395,0.40130001306534
396,0.49189999699593
397,0.59959000349045
398,0.71768999099731
399,0.83834999799728
400,0.95547997951508
401,1.0621000528336
402,1.1521999835968
403,1.2218999862671
404,1.2683000564575
405,1.2884999513626
406,1.2819000482559
407,1.2484999895096
408,1.1892999410629
409,1.10640001297
410,1.0031000375748
411,0.88480997085571
412,0.75818997621536
413,0.63170999288559
414,0.51284998655319
415,0.40836000442505
416,0.31876000761986
417,0.24333000183105
418,0.18064999580383
419,0.12964999675751
420,0.088903002440929
421,0.063075996935368
422,0.058345999568701
423,0.085116997361183
424,0.16012999415398
425,0.29556000232697
426,0.4959399998188
427,0.75885999202728
428,1.0712000131607
429,1.4154000282288
430,1.7742999792099
431,2.1236000061035
432,2.4421000480652
433,2.7132999897003
434,2.9258999824524
435,3.0739998817444
436,3.1540999412537
437,3.1640999317169
438,3.102499961853
439,2.9693999290466
440,2.7665998935699
441,2.5025999546051
442,2.1888999938965
443,1.8435000181198
444,1.4857000112534
445,1.1378999948502
446,0.82133001089096
447,0.55528998374939
448,0.35429000854492
449,0.21989999711514
450,0.14386999607086
451,0.11450999975204
452,0.11668000370264
453,0.13795000314713
454,0.16654999554157
455,0.18962000310421
456,0.20430000126362
457,0.211620002985
458,0.2138600051403
459,0.21368999779224
460,0.21182000637054
461,0.20869000256062
462,0.20476999878883
463,0.20002999901772
464,0.19451999664307
465,0.18850000202656
466,0.18231999874115
467,0.17628000676632
468,0.17049999535084
469,0.16514000296593
470,0.16054999828339
471,0.15692999958992
472,0.15443000197411
473,0.15290999412537
474,0.15241000056267
475,0.15311999619007
476,0.1550900042057
477,0.15814000368118
478,0.16211999952793
479,0.16701999306679
480,0.17290000617504
481,0.17962999641895
482,0.1868399977684
483,0.19424000382423
484,0.20152999460697
485,0.20851999521255
486,0.21494999527931
487,0.22037999331951
488,0.22459000349045
489,0.22753000259399
490,0.22921000421047
491,0.22971999645233
492,0.22928999364376
493,0.22808000445366
494,0.2264200001955
495,0.22453999519348
496,0.22260999679565
497,0.22068999707699
498,0.21897000074387
499,0.21750000119209
500,0.21630999445915
501,0.21547999978065
502,0.21506999433041
503,0.21513999998569
504,0.21573999524117
505,0.21676999330521
506,0.21796000003815
507,0.21911999583244
508,0.22000999748707
509,0.22040000557899
510,0.2199500054121
511,0.21840000152588
512,0.21580000221729
513,0.2123299986124
514,0.20814000070095
515,0.20338000357151
516,0.19834999740124
517,0.19336000084877
518,0.18862999975681
519,0.18419000506401
520,0.17995999753475
521,0.17596000432968
522,0.17229999601841
523,0.16890999674797
524,0.16583000123501
525,0.16320000588894
526,0.16042999923229
527,0.15676000714302
528,0.14788000285625
529,0.13078999519348
530,0.10576000064611
531,0.076393000781536
532,0.049382999539375
533,0.03320600092411
534,0.036281999200583
535,0.074065998196602
536,0.15825000405312
537,0.29445001482964
538,0.47997999191284
539,0.70509999990463
540,0.95721000432968
541,1.2230000495911
542,1.4850000143051
543,1.7278000116348
544,1.9380999803543
545,2.1071000099182
546,2.2302000522614
547,2.3045001029968
548,2.3282001018524
549,2.2999999523163
550,2.2191998958588
551,2.0864999294281
552,1.9043999910355
553,1.6815999746323
554,1.4313000440598
555,1.1685999631882
556,0.9093199968338
557,0.66938000917435
558,0.46347999572754
559,0.3047100007534
560,0.19383999705315
561,0.125
562,0.088592998683453
563,0.075093999505043
564,0.077296003699303
565,0.088885001838207
566,0.10447999835014
567,0.12464000284672
568,0.15196999907494
569,0.18998000025749
570,0.24015000462532
571,0.30101999640465
572,0.36961001157761
573,0.44181999564171
574,0.51336002349854
575,0.58007001876831
576,0.63836997747421
577,0.68576997518539
578,0.72084999084473
579,0.74259001016617
580,0.75024002790451
581,0.74339002370834
582,0.72175002098083
583,0.68535000085831
584,0.63516998291016
585,0.5731999874115
586,0.50291001796722
587,0.42851999402046
588,0.35466998815536
589,0.28628998994827
590,0.22820000350475
591,0.18317000567913
592,0.15251000225544
593,0.13533000648022
594,0.12982000410557
595,0.13334000110626
596,0.14277000725269
597,0.15507000684738
598,0.16827000677586
599,0.18085999786854
600,0.19228999316692
601,0.20236000418663
602,0.21109999716282
603,0.21849000453949
604,0.22432999312878
605,0.2282399982214
606,0.22987000644207
607,0.22899000346661
608,0.22553999722004
609,0.21966999769211
610,0.2115799933672
611,0.20164999365807
612,0.19045999646187
613,0.17869000136852
614,0.16687999665737
615,0.15533000230789
616,0.14427000284195
617,0.13412000238895
618,0.12512999773026
619,0.11727000027895
620,0.11023999750614
621,0.10391999781132
622,0.098256997764111
623,0.093204997479916
624,0.088702999055386
625,0.084717996418476
626,0.081341996788979
627,0.078750997781754
628,0.077059999108315
629,0.076413996517658
630,0.076950997114182
631,0.078854002058506
632,0.082225002348423
633,0.087067000567913
634,0.093396998941898
635,0.10130000114441
636,0.11091999709606
637,0.12224999815226
638,0.13494999706745
639,0.1485799998045
640,0.16289000213146
641,0.17752000689507
642,0.19190999865532
643,0.20519000291824
644,0.21665999293327
645,0.22601999342442
646,0.23304000496864
647,0.23743000626564
648,0.23898999392986
649,0.23774999380112
650,0.23408000171185
651,0.22832000255585
652,0.22048999369144
653,0.21087999641895
654,0.19997000694275
655,0.18828000128269
656,0.17623999714851
657,0.1640899926424
658,0.15216000378132
659,0.14102999866009
660,0.13112999498844
661,0.12250000238419
662,0.11508999764919
663,0.10886000096798
664,0.10377000272274
665,0.099728003144264
666,0.096481002867222
667,0.0937480032444
668,0.091619998216629
669,0.090111002326012
670,0.088999003171921
671,0.088175997138023
672,0.087618000805378
673,0.08712899684906
674,0.086613997817039
675,0.085832998156548
676,0.084627002477646
677,0.083296999335289
678,0.081826001405716
679,0.080031000077724
680,0.078397996723652
681,0.077353999018669
682,0.077435001730919
683,0.079170003533363
684,0.082726001739502
685,0.088592998683453
686,0.097355999052525
687,0.10862000286579
688,0.12180999666452
689,0.13617999851704
690,0.15106000006199
691,0.16597999632359
692,0.18038000166416
693,0.19367000460625
694,0.20570999383926
695,0.21648000180721
696,0.22595000267029
697,0.23389999568462
698,0.23995999991894
699,0.24376000463963
700,0.24482999742031
701,0.24298000335693
702,0.23823000490665
703,0.23093999922276
704,0.22186000645161
705,0.21140000224113
706,0.20002999901772
707,0.18843999505043
708,0.17723999917507
709,0.16686999797821
710,0.15722000598907
711,0.14762000739574
712,0.13835999369621
713,0.12994000315666
714,0.12330999970436
715,0.11931999772787
716,0.11885999888182
717,0.12308000028133
718,0.13334000110626
719,0.14983999729156
720,0.17205999791622
721,0.19844999909401
722,0.22725999355316
723,0.25714001059532
724,0.28681001067162
725,0.31512001156807
726,0.34147998690605
727,0.36566001176834
728,0.3874399960041
729,0.40648001432419
730,0.42195001244545
731,0.43309998512268
732,0.43851000070572
733,0.43722999095917
734,0.4284699857235
735,0.41284000873566
736,0.39225000143051
737,0.36921000480652
738,0.34663999080658
739,0.32817000150681
740,0.31698000431061
741,0.31514999270439
742,0.32321000099182
743,0.33928999304771
744,0.36094999313354
745,0.38495001196861
746,0.40869000554085
747,0.43013998866081
748,0.44833999872208
749,0.46312999725342
750,0.47698000073433
751,0.49215000867844
752,0.51177000999451
753,0.53751999139786
754,0.56932002305984
755,0.60646998882294
756,0.6470599770546
757,0.68879002332687
758,0.72973001003265
759,0.76824998855591
760,0.80339998006821
761,0.83504998683929
762,0.86343997716904
763,0.88956999778748
764,0.9127299785614
765,0.93115001916885
766,0.92399001121521
767,0.89838999509811
768,0.86540997028351
769,0.82523000240326
770,0.77891999483109
771,0.72610998153687
772,0.66777998209
773,0.62686997652054
774,0.59644997119904
775,0.56209999322891
776,0.52375000715256
777,0.42519998550415
778,0.40042999386787
779,0.37678000330925
780,0.36013001203537
